location,origin_date,target_date,output_type_id,value,output_type,target
Fresno,2024-04-30,2024-05-31,0,0.904882629354895,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,1,0.9952804959666538,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,2,0.9998410277765754,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,3,0.9999959309575754,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,4,0.9999999157297819,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,5,0.9999999985302448,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,6,0.9999999999778053,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,8,0.9999999999999962,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,10,0.9999999999999998,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,15,0.9999999999999998,cdf,WNV cases
Fresno,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,0,0.557090874884075,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,1,0.8161887275254611,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,2,0.9256537626975572,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,3,0.9703465266112931,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,4,0.9882764834272599,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,5,0.9953932776449315,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,6,0.9981978754859354,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,8,0.9997268346075874,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,10,0.9999589603581069,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,15,0.999999649300845,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,0,0.159430303321068,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,1,0.288517022369342,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,2,0.396070116596419,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,3,0.486524575389344,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,4,0.5629531441491115,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,5,0.62771036346411,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,6,0.6826800520316068,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,8,0.7691557923468108,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,10,0.8318425497253399,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,15,0.9235581686649684,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,0,0.0607669890833765,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,1,0.14544031880785951,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,2,0.2382812102906473,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,3,0.3308877931402361,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,4,0.41867739966691275,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,5,0.4992936720774356,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,6,0.5717268120302631,cdf,WNV cases
Fresno,2024-04-30,2024-08-31,8,0.6917523218620071,cdf,WNV cases
